Brand,Product_Type,Price_INR,Rating,Number_of_Reviews,Skin_Type,Age_Group,Key_Ingredient,Additional_Ingredient,Primary_Concern,Purchase_Date,Year,Month,Gender,Units Purchased,Price per Unit (₹),Brand Name,Country,State
Clinique,Face Mask,1480.6,4.4,84,Dry,26-35,Retinol,Zinc Oxide,Oiliness,1/21/2025,2025,January,Male,3,493.5333333,Clinique,USA,Chicago
Kiehl's,Facial Oil,3008.75,5,26,Combination,56+,Zinc Oxide,Niacinamide,Dark spots,11/3/2023,2023,November,Female,2,1504.375,Kiehl's,USA,New York
L'Oreal,Sunscreen,1310.46,3.6,63,Oily,18-25,Zinc Oxide,Retinol,Acne,11/2/2024,2024,November,Male,4,327.615,L'Oreal,France,Paris
Neutrogena,Moisturizer,1179.36,3.3,42,Acne-prone,46-55,Bakuchiol,Tea Tree Oil,Oiliness,2/23/2024,2024,February,Female,1,1179.36,Neutrogena,USA,Los Angeles
Clinique,Toner,854.49,2.4,77,Sensitive,18-25,Peptides,Vitamin C,Acne,2/11/2024,2024,February,Female,4,213.6225,Clinique,USA,Chicago
L'Oreal,Eye Cream,2474.83,5,22,Dry,56+,Alpha Arbutin,Squalane,Dryness,12/13/2023,2023,December,Female,4,618.7075,L'Oreal,France,Paris
Fresh,Facial Oil,1703.23,4.6,35,Acne-prone,36-45,Peptides,Lactic Acid,Fine lines,3/25/2024,2024,March,Female,4,425.8075,Fresh,India,Delhi
The Ordinary,Sunscreen,1490.23,3.4,5,Acne-prone,36-45,Bakuchiol,Squalane,Sensitivity,5/15/2025,2025,May,Male,1,1490.23,The Ordinary,Canada,Toronto
Rare Beauty,Night Cream,3298.43,5,43,Combination,26-35,Alpha Arbutin,Retinol,Oiliness,8/10/2024,2024,August,Male,1,3298.43,Rare Beauty,USA,California
Youth to the People,Facial Oil,1429.89,3,64,Normal,36-45,Salicylic Acid,Hyaluronic Acid,Sensitivity,11/29/2023,2023,November,Male,5,285.978,Youth to the People,USA,Los Angeles
Drunk Elephant,Serum,4250.18,5,162,Normal,26-35,Vitamin C,Kojic Acid,Uneven texture,11/9/2024,2024,November,Male,2,2125.09,Drunk Elephant,India,Delhi
Fenty Beauty,Sunscreen,1403.98,4.4,10,Normal,26-35,Peptides,Salicylic Acid,Pores,10/21/2024,2024,October,Female,2,701.99,Fenty Beauty,India,Delhi
Rare Beauty,Sunscreen,885.83,3.5,85,Acne-prone,18-25,Niacinamide,Ceramides,Acne,8/6/2025,2025,August,Female,5,177.166,Rare Beauty,USA,California
Aveeno,Toner,1402.22,3.9,15,Oily,26-35,Titanium Dioxide,Squalane,Dark spots,1/26/2024,2024,January,Male,5,280.444,Aveeno,India,Delhi
Tatcha,Facial Oil,2085.07,4.2,22,Combination,18-25,Titanium Dioxide,Peptides,Dryness,1/3/2024,2024,January,Female,4,521.2675,Tatcha,India,Delhi
La Roche-Posay,Eye Cream,1412.91,4.8,917,Oily,36-45,Glycolic Acid,Ceramides,Acne,6/11/2024,2024,June,Female,5,282.582,La Roche-Posay,India,Delhi
Rare Beauty,Facial Oil,2099.36,3.8,591,Acne-prone,56+,Jojoba Oil,Titanium Dioxide,Redness,6/30/2024,2024,June,Female,3,699.7866667,Rare Beauty,USA,California
Youth to the People,Night Cream,2794.06,5,24,Acne-prone,26-35,Azelaic Acid,Peptides,Fine lines,1/28/2024,2024,January,Male,2,1397.03,Youth to the People,USA,Los Angeles
Glossier,Sunscreen,801.09,3.4,129,Normal,18-25,Azelaic Acid,Glycolic Acid,Fine lines,4/17/2025,2025,April,Male,5,160.218,Glossier,India,Delhi
Tatcha,Serum,2635.77,5,350,Dry,56+,Glycolic Acid,Tea Tree Oil,Acne,3/10/2025,2025,March,Male,3,878.59,Tatcha,India,Delhi
La Roche-Posay,Moisturizer,1129.03,3.2,12,Dry,18-25,Retinol,Glycolic Acid,Redness,11/17/2024,2024,November,Female,3,376.3433333,La Roche-Posay,India,Delhi
Aveeno,Face Mask,1047.97,3.8,101,Sensitive,56+,Zinc Oxide,Ceramides,Anti-aging,9/2/2025,2025,September,Male,3,349.3233333,Aveeno,India,Delhi
The Ordinary,Eye Cream,1655.6,4.6,39,Combination,36-45,Lactic Acid,Peptides,Fine lines,9/26/2024,2024,September,Male,3,551.8666667,The Ordinary,Canada,Toronto
Skinceuticals,Toner,1947.65,4.6,24,Sensitive,56+,Hyaluronic Acid,Squalane,Sensitivity,9/10/2025,2025,September,Male,4,486.9125,Skinceuticals,India,Delhi
Youth to the People,Facial Oil,2350.02,4.4,85,Oily,26-35,Salicylic Acid,Peptides,Anti-aging,8/1/2025,2025,August,Male,3,783.34,Youth to the People,USA,Los Angeles
Paula's Choice,Exfoliant,2218.19,5,33,Normal,18-25,Vitamin C,Lactic Acid,Oiliness,2/8/2025,2025,February,Male,4,554.5475,Paula's Choice,India,Delhi
Fresh,Serum,1370.04,3.3,25,Combination,46-55,Vitamin C,Squalane,Sensitivity,7/29/2025,2025,July,Male,4,342.51,Fresh,India,Delhi
Fenty Beauty,Toner,875.51,4.4,32,Dry,46-55,Tea Tree Oil,Zinc Oxide,Sensitivity,7/15/2025,2025,July,Female,3,291.8366667,Fenty Beauty,India,Delhi
Fenty Beauty,Eye Cream,2149.02,5,125,Sensitive,56+,Tea Tree Oil,Hyaluronic Acid,Hyperpigmentation,4/1/2025,2025,April,Female,2,1074.51,Fenty Beauty,India,Delhi
CeraVe,Eye Cream,1567.08,4.8,102,Sensitive,46-55,Titanium Dioxide,Alpha Arbutin,Pores,5/13/2025,2025,May,Male,3,522.36,CeraVe,India,Delhi
Paula's Choice,Sunscreen,696.59,2.6,98,Dry,26-35,Hyaluronic Acid,Niacinamide,Dullness,5/21/2025,2025,May,Male,3,232.1966667,Paula's Choice,India,Delhi
Youth to the People,Sunscreen,743.6,3.2,8,Normal,18-25,Ceramides,Jojoba Oil,Dark spots,1/28/2024,2024,January,Female,3,247.8666667,Youth to the People,USA,Los Angeles
La Roche-Posay,Serum,1255.24,3.6,70,Acne-prone,18-25,Titanium Dioxide,Retinol,Anti-aging,4/1/2025,2025,April,Female,2,627.62,La Roche-Posay,India,Delhi
Fresh,Exfoliant,2014.33,4.8,112,Sensitive,56+,Azelaic Acid,Alpha Arbutin,Oiliness,1/30/2025,2025,January,Male,1,2014.33,Fresh,India,Delhi
Fenty Beauty,Exfoliant,1097.62,3.7,157,Oily,56+,Alpha Arbutin,Peptides,Dullness,9/9/2025,2025,September,Male,1,1097.62,Fenty Beauty,India,Delhi
Skinceuticals,Moisturizer,1382.7,3.8,50,Dry,18-25,Alpha Arbutin,Titanium Dioxide,Sensitivity,1/4/2025,2025,January,Male,4,345.675,Skinceuticals,India,Delhi
Estee Lauder,Face Mask,1109.01,4.1,11,Normal,36-45,Azelaic Acid,Titanium Dioxide,Sensitivity,6/28/2024,2024,June,Male,4,277.2525,Estee Lauder,USA,New York
Skinceuticals,Eye Cream,3314.86,5,51,Combination,46-55,Bakuchiol,Glycolic Acid,Dryness,7/26/2024,2024,July,Female,2,1657.43,Skinceuticals,India,Delhi
Neutrogena,Moisturizer,1564.85,4.9,83,Sensitive,26-35,Salicylic Acid,Lactic Acid,Dark spots,4/6/2024,2024,April,Male,5,312.97,Neutrogena,USA,Los Angeles
The Ordinary,Night Cream,1620.81,3.7,215,Sensitive,46-55,Peptides,Benzoyl Peroxide,Sensitivity,10/28/2023,2023,October,Male,1,1620.81,The Ordinary,Canada,Toronto
La Roche-Posay,Toner,826.42,3.4,14,Dry,36-45,Glycolic Acid,Niacinamide,Dark spots,5/3/2025,2025,May,Male,4,206.605,La Roche-Posay,India,Delhi
Drunk Elephant,Serum,4230.13,5,1,Acne-prone,56+,Hyaluronic Acid,Salicylic Acid,Sensitivity,10/30/2024,2024,October,Male,1,4230.13,Drunk Elephant,India,Delhi
Rare Beauty,Sunscreen,1318.93,5,76,Acne-prone,46-55,Kojic Acid,Niacinamide,Dryness,10/7/2023,2023,October,Female,2,659.465,Rare Beauty,USA,California
Skinceuticals,Moisturizer,2707.92,5,38,Acne-prone,18-25,Peptides,Benzoyl Peroxide,Uneven texture,3/11/2025,2025,March,Female,2,1353.96,Skinceuticals,India,Delhi
Tatcha,Night Cream,4632.19,5,80,Acne-prone,18-25,Hyaluronic Acid,Kojic Acid,Anti-aging,9/5/2024,2024,September,Female,5,926.438,Tatcha,India,Delhi
Kiehl's,Cleanser,1308.66,3.3,46,Oily,18-25,Retinol,Bakuchiol,Acne,3/25/2025,2025,March,Male,5,261.732,Kiehl's,USA,New York
Olay,Eye Cream,1279.16,4.8,173,Sensitive,36-45,Bakuchiol,Kojic Acid,Pores,6/26/2025,2025,June,Male,2,639.58,Olay,USA,Ohio
Youth to the People,Serum,2064.97,4.5,144,Dry,56+,Zinc Oxide,Azelaic Acid,Hyperpigmentation,6/10/2025,2025,June,Female,4,516.2425,Youth to the People,USA,Los Angeles
Tatcha,Sunscreen,2244.22,4.9,30,Oily,36-45,Zinc Oxide,Retinol,Oiliness,9/19/2024,2024,September,Male,1,2244.22,Tatcha,India,Delhi
Estee Lauder,Cleanser,776.74,4.5,51,Sensitive,18-25,Tea Tree Oil,Titanium Dioxide,Anti-aging,6/5/2025,2025,June,Male,3,258.9133333,Estee Lauder,USA,New York
Aveeno,Night Cream,2712.63,5,44,Acne-prone,56+,Azelaic Acid,Titanium Dioxide,Acne,7/11/2024,2024,July,Female,5,542.526,Aveeno,India,Delhi
CeraVe,Exfoliant,913.54,3.4,58,Normal,36-45,Peptides,Ceramides,Dark spots,8/5/2025,2025,August,Female,3,304.5133333,CeraVe,India,Delhi
Tatcha,Eye Cream,3694.97,5,55,Combination,26-35,Peptides,Titanium Dioxide,Redness,1/2/2025,2025,January,Female,4,923.7425,Tatcha,India,Delhi
Aveeno,Night Cream,1649.15,4.7,28,Oily,56+,Benzoyl Peroxide,Ceramides,Fine lines,5/14/2025,2025,May,Female,5,329.83,Aveeno,India,Delhi
L'Oreal,Eye Cream,2189.56,5,8,Oily,46-55,Kojic Acid,Alpha Arbutin,Acne,6/19/2024,2024,June,Male,3,729.8533333,L'Oreal,France,Paris
The Ordinary,Sunscreen,1360.5,3.3,71,Dry,46-55,Bakuchiol,Tea Tree Oil,Uneven texture,10/5/2024,2024,October,Male,4,340.125,The Ordinary,Canada,Toronto
Aveeno,Facial Oil,1420.73,4.1,72,Oily,18-25,Peptides,Tea Tree Oil,Pores,2/9/2024,2024,February,Female,1,1420.73,Aveeno,India,Delhi
Fenty Beauty,Toner,829.02,3,125,Dry,46-55,Salicylic Acid,Azelaic Acid,Acne,8/14/2025,2025,August,Male,4,207.255,Fenty Beauty,India,Delhi
Aveeno,Moisturizer,1902.68,3.7,51,Dry,56+,Retinol,Peptides,Dryness,4/29/2025,2025,April,Female,5,380.536,Aveeno,India,Delhi
The Ordinary,Sunscreen,1076.74,4,983,Oily,26-35,Peptides,Salicylic Acid,Oiliness,8/14/2024,2024,August,Female,2,538.37,The Ordinary,Canada,Toronto
Fresh,Night Cream,2198.26,5,39,Combination,26-35,Glycolic Acid,Kojic Acid,Dark spots,11/17/2023,2023,November,Male,1,2198.26,Fresh,India,Delhi
Tatcha,Sunscreen,2013.44,5,68,Combination,46-55,Azelaic Acid,Lactic Acid,Uneven texture,3/26/2025,2025,March,Female,3,671.1466667,Tatcha,India,Delhi
Clinique,Eye Cream,2525.88,5,40,Combination,46-55,Hyaluronic Acid,Jojoba Oil,Pores,6/4/2024,2024,June,Male,5,505.176,Clinique,USA,Chicago
Youth to the People,Cleanser,960.21,4.2,7,Sensitive,18-25,Peptides,Retinol,Pores,7/23/2025,2025,July,Male,2,480.105,Youth to the People,USA,Los Angeles
L'Oreal,Cleanser,955.18,4.1,44,Sensitive,18-25,Jojoba Oil,Lactic Acid,Hyperpigmentation,1/31/2024,2024,January,Male,4,238.795,L'Oreal,France,Paris
Kiehl's,Face Mask,1531.16,4,53,Combination,46-55,Alpha Arbutin,Azelaic Acid,Acne,11/9/2023,2023,November,Male,2,765.58,Kiehl's,USA,New York
The Ordinary,Sunscreen,1047.97,3.7,44,Acne-prone,56+,Kojic Acid,Squalane,Fine lines,10/8/2024,2024,October,Female,5,209.594,The Ordinary,Canada,Toronto
Paula's Choice,Moisturizer,1274.79,3.8,145,Sensitive,36-45,Squalane,Zinc Oxide,Anti-aging,11/20/2023,2023,November,Male,5,254.958,Paula's Choice,India,Delhi
Rare Beauty,Serum,2865.41,5,86,Oily,36-45,Kojic Acid,Glycolic Acid,Dark spots,2/21/2024,2024,February,Female,2,1432.705,Rare Beauty,USA,California
Paula's Choice,Night Cream,2181.21,3.9,7,Normal,18-25,Jojoba Oil,Zinc Oxide,Dullness,9/20/2023,2023,September,Female,4,545.3025,Paula's Choice,India,Delhi
Rare Beauty,Toner,959.66,4.5,205,Acne-prone,36-45,Tea Tree Oil,Retinol,Oiliness,3/1/2024,2024,March,Female,2,479.83,Rare Beauty,USA,California
Neutrogena,Eye Cream,2310.73,4.9,47,Acne-prone,56+,Bakuchiol,Ceramides,Pores,11/2/2023,2023,November,Female,5,462.146,Neutrogena,USA,Los Angeles
Olay,Facial Oil,1061.01,3.3,21,Oily,26-35,Niacinamide,Alpha Arbutin,Pores,8/13/2024,2024,August,Male,5,212.202,Olay,USA,Ohio
Rare Beauty,Facial Oil,1568.56,4,75,Sensitive,26-35,Retinol,Azelaic Acid,Oiliness,8/11/2024,2024,August,Male,3,522.8533333,Rare Beauty,USA,California
Drunk Elephant,Exfoliant,3385.25,5,27,Dry,18-25,Vitamin C,Tea Tree Oil,Anti-aging,12/27/2024,2024,December,Female,3,1128.416667,Drunk Elephant,India,Delhi
Tatcha,Facial Oil,2837.68,5,15,Normal,56+,Azelaic Acid,Kojic Acid,Dark spots,11/2/2023,2023,November,Female,1,2837.68,Tatcha,India,Delhi
CeraVe,Cleanser,1083.16,2.6,21,Acne-prone,46-55,Peptides,Hyaluronic Acid,Dryness,5/28/2024,2024,May,Male,5,216.632,CeraVe,India,Delhi
Rare Beauty,Toner,782.25,3.3,81,Oily,36-45,Ceramides,Alpha Arbutin,Oiliness,11/12/2024,2024,November,Female,3,260.75,Rare Beauty,USA,California
Drunk Elephant,Serum,2961.17,5,20,Combination,18-25,Benzoyl Peroxide,Bakuchiol,Oiliness,2/18/2025,2025,February,Male,2,1480.585,Drunk Elephant,India,Delhi
L'Oreal,Cleanser,791.56,3.5,14,Combination,18-25,Titanium Dioxide,Benzoyl Peroxide,Dark spots,1/28/2024,2024,January,Female,4,197.89,L'Oreal,France,Paris
Aveeno,Exfoliant,2020.35,4.7,29,Oily,46-55,Tea Tree Oil,Squalane,Sensitivity,4/12/2024,2024,April,Male,2,1010.175,Aveeno,India,Delhi
Origins,Night Cream,3068.82,5,378,Combination,36-45,Lactic Acid,Zinc Oxide,Dullness,5/19/2024,2024,May,Female,4,767.205,Origins,India,Delhi
Aveeno,Night Cream,2324.85,5,355,Combination,26-35,Azelaic Acid,Lactic Acid,Hyperpigmentation,9/28/2024,2024,September,Female,3,774.95,Aveeno,India,Delhi
Rare Beauty,Eye Cream,2564.04,4.9,38,Acne-prone,56+,Kojic Acid,Vitamin C,Dark spots,11/21/2024,2024,November,Male,1,2564.04,Rare Beauty,USA,California
Kiehl's,Exfoliant,2037.02,3.8,20,Oily,36-45,Vitamin C,Ceramides,Oiliness,2/14/2025,2025,February,Female,2,1018.51,Kiehl's,USA,New York
Olay,Facial Oil,1237.94,2.9,82,Acne-prone,26-35,Tea Tree Oil,Salicylic Acid,Hyperpigmentation,11/17/2023,2023,November,Female,2,618.97,Olay,USA,Ohio
The Ordinary,Toner,713.3,2.7,77,Sensitive,46-55,Niacinamide,Jojoba Oil,Redness,1/27/2024,2024,January,Male,2,356.65,The Ordinary,Canada,Toronto
Skinceuticals,Exfoliant,1866.7,3.6,39,Combination,56+,Azelaic Acid,Jojoba Oil,Pores,3/14/2024,2024,March,Female,4,466.675,Skinceuticals,India,Delhi
The Ordinary,Serum,2312.99,4.4,48,Normal,26-35,Vitamin C,Kojic Acid,Oiliness,7/5/2024,2024,July,Male,3,770.9966667,The Ordinary,Canada,Toronto
CeraVe,Cleanser,521.71,3.3,402,Acne-prone,46-55,Peptides,Ceramides,Pores,1/10/2024,2024,January,Male,2,260.855,CeraVe,India,Delhi
Glossier,Exfoliant,1520.83,3.8,6,Normal,26-35,Niacinamide,Bakuchiol,Dryness,1/22/2024,2024,January,Female,2,760.415,Glossier,India,Delhi
Youth to the People,Serum,2113.93,3.9,80,Normal,46-55,Titanium Dioxide,Lactic Acid,Fine lines,8/2/2024,2024,August,Female,1,2113.93,Youth to the People,USA,Los Angeles
La Roche-Posay,Cleanser,794.43,3.8,60,Normal,18-25,Azelaic Acid,Alpha Arbutin,Anti-aging,6/8/2024,2024,June,Female,1,794.43,La Roche-Posay,India,Delhi
Kiehl's,Toner,1790.17,4.9,34,Sensitive,26-35,Peptides,Glycolic Acid,Anti-aging,7/4/2024,2024,July,Female,3,596.7233333,Kiehl's,USA,New York
Fenty Beauty,Sunscreen,729.64,3.5,195,Combination,46-55,Peptides,Squalane,Redness,3/12/2025,2025,March,Female,3,243.2133333,Fenty Beauty,India,Delhi
Youth to the People,Toner,642.71,3.5,118,Normal,18-25,Zinc Oxide,Jojoba Oil,Dullness,10/12/2024,2024,October,Female,5,128.542,Youth to the People,USA,Los Angeles
Origins,Exfoliant,1777.76,3.9,222,Acne-prone,56+,Niacinamide,Glycolic Acid,Dullness,3/21/2025,2025,March,Female,1,1777.76,Origins,India,Delhi
Drunk Elephant,Moisturizer,1373.92,3.1,65,Sensitive,18-25,Azelaic Acid,Niacinamide,Dullness,10/31/2023,2023,October,Male,5,274.784,Drunk Elephant,India,Delhi
Youth to the People,Serum,1590.31,5,16,Dry,18-25,Retinol,Titanium Dioxide,Oiliness,2/10/2024,2024,February,Female,4,397.5775,Youth to the People,USA,Los Angeles
La Roche-Posay,Sunscreen,994.43,2.5,49,Sensitive,46-55,Glycolic Acid,Vitamin C,Dark spots,7/5/2024,2024,July,Male,5,198.886,La Roche-Posay,India,Delhi
Estee Lauder,Moisturizer,1261.35,4.8,233,Sensitive,18-25,Bakuchiol,Kojic Acid,Anti-aging,1/13/2024,2024,January,Female,2,630.675,Estee Lauder,USA,New York
The Ordinary,Exfoliant,1774.46,4.4,141,Acne-prone,36-45,Titanium Dioxide,Squalane,Dullness,1/21/2025,2025,January,Female,5,354.892,The Ordinary,Canada,Toronto
Fresh,Face Mask,687.44,3.2,20,Oily,18-25,Benzoyl Peroxide,Salicylic Acid,Dullness,4/19/2024,2024,April,Male,3,229.1466667,Fresh,India,Delhi
Neutrogena,Sunscreen,838.08,4,15,Dry,46-55,Kojic Acid,Lactic Acid,Acne,11/6/2024,2024,November,Female,4,209.52,Neutrogena,USA,Los Angeles
Rare Beauty,Face Mask,758.38,2.5,100,Combination,56+,Titanium Dioxide,Jojoba Oil,Acne,2/6/2025,2025,February,Female,2,379.19,Rare Beauty,USA,California
Paula's Choice,Exfoliant,1946.18,5,140,Dry,18-25,Glycolic Acid,Salicylic Acid,Pores,10/21/2023,2023,October,Male,5,389.236,Paula's Choice,India,Delhi
Youth to the People,Eye Cream,2541.83,3.6,20,Dry,26-35,Glycolic Acid,Jojoba Oil,Hyperpigmentation,8/23/2025,2025,August,Female,4,635.4575,Youth to the People,USA,Los Angeles
Rare Beauty,Sunscreen,1224.42,2.8,62,Combination,56+,Salicylic Acid,Titanium Dioxide,Dryness,12/30/2024,2024,December,Female,4,306.105,Rare Beauty,USA,California
Fresh,Exfoliant,1747.18,5,36,Normal,56+,Alpha Arbutin,Vitamin C,Dark spots,3/6/2024,2024,March,Female,2,873.59,Fresh,India,Delhi
Fresh,Toner,945.69,4.8,58,Sensitive,18-25,Glycolic Acid,Lactic Acid,Dryness,7/16/2025,2025,July,Male,5,189.138,Fresh,India,Delhi
CeraVe,Eye Cream,2061.98,4.8,249,Normal,18-25,Squalane,Tea Tree Oil,Sensitivity,1/1/2025,2025,January,Female,4,515.495,CeraVe,India,Delhi
Neutrogena,Cleanser,1079.74,3.2,37,Oily,18-25,Zinc Oxide,Ceramides,Oiliness,1/11/2025,2025,January,Female,4,269.935,Neutrogena,USA,Los Angeles
Origins,Serum,2306.26,5,146,Normal,36-45,Squalane,Niacinamide,Pores,10/6/2023,2023,October,Female,1,2306.26,Origins,India,Delhi
Youth to the People,Eye Cream,2171.74,4.9,275,Sensitive,56+,Retinol,Bakuchiol,Sensitivity,5/7/2025,2025,May,Female,4,542.935,Youth to the People,USA,Los Angeles
CeraVe,Night Cream,3499.62,5,21,Normal,56+,Titanium Dioxide,Jojoba Oil,Anti-aging,1/29/2025,2025,January,Male,1,3499.62,CeraVe,India,Delhi
Neutrogena,Moisturizer,1320.12,3.4,9,Dry,56+,Niacinamide,Salicylic Acid,Anti-aging,8/19/2025,2025,August,Male,5,264.024,Neutrogena,USA,Los Angeles
Paula's Choice,Exfoliant,1220.98,4.3,528,Normal,18-25,Niacinamide,Squalane,Oiliness,5/29/2025,2025,May,Female,5,244.196,Paula's Choice,India,Delhi
Paula's Choice,Facial Oil,1390.01,3.3,42,Oily,46-55,Azelaic Acid,Hyaluronic Acid,Acne,7/28/2025,2025,July,Female,5,278.002,Paula's Choice,India,Delhi
Glossier,Face Mask,554.16,3.9,105,Acne-prone,36-45,Retinol,Hyaluronic Acid,Anti-aging,12/28/2024,2024,December,Male,3,184.72,Glossier,India,Delhi
Skinceuticals,Toner,1500.76,4.4,63,Sensitive,26-35,Retinol,Zinc Oxide,Acne,11/10/2023,2023,November,Male,5,300.152,Skinceuticals,India,Delhi
Skinceuticals,Moisturizer,2408.7,4.7,48,Combination,56+,Lactic Acid,Titanium Dioxide,Dark spots,12/6/2023,2023,December,Female,4,602.175,Skinceuticals,India,Delhi
Clinique,Night Cream,2751.49,5,403,Sensitive,46-55,Peptides,Jojoba Oil,Dullness,1/30/2024,2024,January,Male,2,1375.745,Clinique,USA,Chicago
Skinceuticals,Face Mask,1012.64,4.8,99,Normal,46-55,Bakuchiol,Jojoba Oil,Hyperpigmentation,2/2/2025,2025,February,Female,1,1012.64,Skinceuticals,India,Delhi
Skinceuticals,Toner,1825.36,4.4,236,Acne-prone,18-25,Lactic Acid,Ceramides,Oiliness,10/5/2024,2024,October,Male,3,608.4533333,Skinceuticals,India,Delhi
Rare Beauty,Serum,2732.39,4.6,164,Acne-prone,56+,Azelaic Acid,Squalane,Redness,1/2/2024,2024,January,Male,5,546.478,Rare Beauty,USA,California
CeraVe,Sunscreen,1043.26,2.5,31,Combination,26-35,Retinol,Hyaluronic Acid,Redness,9/6/2024,2024,September,Male,5,208.652,CeraVe,India,Delhi
The Ordinary,Toner,580.58,2.3,60,Combination,46-55,Salicylic Acid,Zinc Oxide,Sensitivity,6/24/2024,2024,June,Male,2,290.29,The Ordinary,Canada,Toronto
Origins,Serum,1711.09,3.6,89,Combination,56+,Azelaic Acid,Zinc Oxide,Dryness,10/29/2023,2023,October,Female,2,855.545,Origins,India,Delhi
L'Oreal,Sunscreen,1390.83,3.5,334,Normal,26-35,Alpha Arbutin,Retinol,Dryness,8/24/2025,2025,August,Male,3,463.61,L'Oreal,France,Paris
Drunk Elephant,Toner,2155.88,4.7,318,Sensitive,18-25,Kojic Acid,Niacinamide,Pores,6/12/2025,2025,June,Male,1,2155.88,Drunk Elephant,India,Delhi
The Ordinary,Toner,1160.61,4,803,Acne-prone,46-55,Bakuchiol,Glycolic Acid,Dryness,8/9/2024,2024,August,Female,5,232.122,The Ordinary,Canada,Toronto
L'Oreal,Exfoliant,1070.75,3.7,187,Oily,56+,Kojic Acid,Benzoyl Peroxide,Dryness,12/21/2023,2023,December,Male,3,356.9166667,L'Oreal,France,Paris
CeraVe,Cleanser,609.96,4.4,154,Acne-prone,46-55,Benzoyl Peroxide,Alpha Arbutin,Pores,6/8/2025,2025,June,Male,4,152.49,CeraVe,India,Delhi
Fenty Beauty,Toner,714.99,2,21,Sensitive,46-55,Azelaic Acid,Alpha Arbutin,Dark spots,3/14/2025,2025,March,Female,4,178.7475,Fenty Beauty,India,Delhi
Paula's Choice,Night Cream,2702.84,5,40,Sensitive,36-45,Vitamin C,Benzoyl Peroxide,Anti-aging,3/20/2025,2025,March,Male,3,900.9466667,Paula's Choice,India,Delhi
Youth to the People,Facial Oil,2495.81,5,25,Dry,18-25,Benzoyl Peroxide,Glycolic Acid,Dark spots,2/26/2024,2024,February,Female,5,499.162,Youth to the People,USA,Los Angeles
Fresh,Moisturizer,2092.08,4.4,97,Dry,36-45,Peptides,Tea Tree Oil,Sensitivity,10/11/2023,2023,October,Female,3,697.36,Fresh,India,Delhi
La Roche-Posay,Face Mask,438.36,2.8,12,Sensitive,26-35,Hyaluronic Acid,Zinc Oxide,Fine lines,12/18/2023,2023,December,Female,5,87.672,La Roche-Posay,India,Delhi
Paula's Choice,Toner,1133.01,4.3,58,Dry,26-35,Benzoyl Peroxide,Retinol,Fine lines,6/9/2024,2024,June,Female,2,566.505,Paula's Choice,India,Delhi
Tatcha,Toner,1254.68,4.5,84,Normal,26-35,Kojic Acid,Jojoba Oil,Oiliness,8/15/2025,2025,August,Male,3,418.2266667,Tatcha,India,Delhi
CeraVe,Exfoliant,1966.02,4.9,3279,Sensitive,56+,Niacinamide,Kojic Acid,Anti-aging,8/16/2024,2024,August,Female,5,393.204,CeraVe,India,Delhi
Fenty Beauty,Sunscreen,951.63,5,47,Normal,56+,Ceramides,Tea Tree Oil,Dullness,11/9/2024,2024,November,Male,3,317.21,Fenty Beauty,India,Delhi
Paula's Choice,Toner,1059.32,3.8,4,Combination,56+,Azelaic Acid,Zinc Oxide,Dullness,10/3/2023,2023,October,Male,3,353.1066667,Paula's Choice,India,Delhi
CeraVe,Exfoliant,1438.5,4.4,101,Sensitive,26-35,Vitamin C,Salicylic Acid,Dryness,7/6/2025,2025,July,Male,5,287.7,CeraVe,India,Delhi
Paula's Choice,Exfoliant,2004.5,4.4,12,Sensitive,18-25,Alpha Arbutin,Jojoba Oil,Fine lines,4/30/2024,2024,April,Male,5,400.9,Paula's Choice,India,Delhi
Youth to the People,Face Mask,630.33,3.3,1,Sensitive,46-55,Lactic Acid,Salicylic Acid,Redness,12/13/2024,2024,December,Male,1,630.33,Youth to the People,USA,Los Angeles
Rare Beauty,Night Cream,1582.3,4.2,129,Normal,26-35,Hyaluronic Acid,Jojoba Oil,Redness,5/27/2025,2025,May,Male,3,527.4333333,Rare Beauty,USA,California
Youth to the People,Cleanser,586.2,3.4,250,Combination,26-35,Vitamin C,Zinc Oxide,Uneven texture,1/26/2024,2024,January,Male,4,146.55,Youth to the People,USA,Los Angeles
Clinique,Facial Oil,3179.83,5,11,Oily,46-55,Zinc Oxide,Kojic Acid,Dullness,9/16/2025,2025,September,Male,3,1059.943333,Clinique,USA,Chicago
Olay,Serum,2169.52,4.1,23,Oily,46-55,Ceramides,Hyaluronic Acid,Dullness,5/15/2025,2025,May,Male,3,723.1733333,Olay,USA,Ohio
The Ordinary,Eye Cream,1664.65,5,223,Acne-prone,18-25,Retinol,Titanium Dioxide,Dullness,8/31/2024,2024,August,Male,5,332.93,The Ordinary,Canada,Toronto
Olay,Exfoliant,1537.05,3.8,101,Acne-prone,26-35,Hyaluronic Acid,Niacinamide,Redness,1/21/2025,2025,January,Female,3,512.35,Olay,USA,Ohio
Fresh,Face Mask,781.13,2.9,96,Dry,46-55,Vitamin C,Bakuchiol,Acne,11/10/2023,2023,November,Female,3,260.3766667,Fresh,India,Delhi
L'Oreal,Sunscreen,1552.09,4,7,Dry,26-35,Vitamin C,Niacinamide,Oiliness,12/7/2023,2023,December,Female,4,388.0225,L'Oreal,France,Paris
